rescomp_id,resource_component,avgannchange,normal,data_elements,yrsposttreat
16,Moisture Management,-17.86,-0.318615712,Soil Moisture Depletion,21.58
16,Moisture Management,-18,-1.23131484,Plant Foliar Cover,10
16,Moisture Management,-18.33,-0.054005452,Infiltration Rate,8.5
16,Moisture Management,-19.57,-0.044186279,Infiltration Rate,7.5
16,Moisture Management,-20,-1.3681276,Plant Foliar Cover,10
16,Moisture Management,-22.73,-0.073643799,Infiltration Rate,8.67
16,Moisture Management,-22.95,-0.068734212,Infiltration Rate,7.5
16,Moisture Management,-23.21,-0.063824626,Infiltration Rate,7.5
16,Moisture Management,-23.91,-0.054005452,Infiltration Rate,7.5
16,Moisture Management,-24,-0.058915039,Infiltration Rate,8.5
16,Moisture Management,-25,-0.515906674,Micro-relief variability,0
16,Moisture Management,-25,-0.254892569,Soil Moisture Depletion,21.58
16,Moisture Management,-26.32,-0.073643799,Infiltration Rate,8.5
16,Moisture Management,-26.92,-0.068734212,Infiltration Rate,8.67
16,Moisture Management,-27.14,-0.093282145,Infiltration Rate,8.5
16,Moisture Management,-30,-0.764677708,Soil Moisture Depletion,21.58
16,Moisture Management,-37.5,-0.77386001,Micro-relief variability,11
16,Moisture Management,-45,-2.321580031,Micro-relief variability,12
16,Moisture Management,-45,-2.321580031,Micro-relief variability,1
16,Moisture Management,-50,-2.579533368,Micro-relief variability,12
16,Moisture Management,-50,-0.573508281,Soil Moisture Depletion,21.58
16,Moisture Management,-50,-1.031813347,Micro-relief variability,11
16,Moisture Management,-55,-2.837486705,Micro-relief variability,12
16,Moisture Management,-61.9,-0.828400851,Soil Moisture Depletion,21.58
16,Moisture Management,2361.62,0.169588419,Runoff,1.08
16,Moisture Management,2009.84,0.177857487,Runoff,1.08
16,Moisture Management,1526.62,0.153920712,Runoff,1.08
16,Moisture Management,581.5,0.072970894,Runoff,6
16,Moisture Management,580.35,0.072825822,Runoff,9
16,Moisture Management,412.14,0.05171794,Runoff,2
16,Moisture Management,362.63,0.026040309,Runoff,19
16,Moisture Management,343.94,0.125486726,Runoff,1.08
16,Moisture Management,290.16,0.025677631,Runoff,0.08
16,Moisture Management,275.69,0.101985166,Runoff,1.08
16,Moisture Management,262.63,0.018859277,Runoff,0.08
16,Moisture Management,255.56,0.018351527,Runoff,6.08
16,Moisture Management,246.82,0.030972735,Runoff,1
16,Moisture Management,233.53,0.029304415,Runoff,4
16,Moisture Management,222.55,0.082327996,Runoff,0.08
16,Moisture Management,221.39,0.027781165,Runoff,0
16,Moisture Management,202.16,0.020382526,Runoff,0.08
16,Moisture Management,195.95,0.024589595,Runoff,11
16,Moisture Management,169.47,0.083343496,Runoff,1.08
16,Moisture Management,161.59,0.104668986,Runoff,2
16,Moisture Management,147.47,0.010590209,Runoff,5.08
16,Moisture Management,139.29,0.09335342,Runoff,2
16,Moisture Management,132.95,0.016683206,Runoff,10
16,Moisture Management,130.47,0.086027316,Runoff,2
16,Moisture Management,128.8,0.063251113,Runoff,6
16,Moisture Management,122.9,0.093425955,Runoff,2
16,Moisture Management,112.05,0.045189728,Runoff,6
16,Moisture Management,111.69,0.045044657,Runoff,9
16,Moisture Management,104.68,0.051935547,Runoff,0.08
16,Moisture Management,100.29,0.049324262,Runoff,0.08
16,Moisture Management,96,0.064339148,Runoff,6
16,Moisture Management,93.64,0.034164305,Runoff,0.08
16,Moisture Management,90.13,0.043739015,Runoff,6
16,Moisture Management,86.36,0.056940509,Runoff,6
16,Moisture Management,84.88,0.054982045,Runoff,6
16,Moisture Management,83.33,1.289766684,Micro-relief variability,1
16,Moisture Management,83.29,0.064701826,Runoff,6
16,Moisture Management,82.4,0.054329224,Runoff,0
16,Moisture Management,80.42,0.06346872,Runoff,6
16,Moisture Management,76.75,0.038081232,Runoff,1.08
16,Moisture Management,70.47,0.066297611,Runoff,2
16,Moisture Management,70.39,0.025169881,Runoff,6
16,Moisture Management,69.94,0.008776817,Runoff,8
16,Moisture Management,69.7,0.025024809,Runoff,6
16,Moisture Management,69.13,0.033946698,Runoff,0
16,Moisture Management,67.81,0.037283339,Runoff,6
16,Moisture Management,63.64,0.004569748,Runoff,4.08
16,Moisture Management,62.86,0.028361451,Runoff,6
16,Moisture Management,61.3,0.030102307,Runoff,2
16,Moisture Management,59.49,0.030464985,Runoff,6
16,Moisture Management,59.35,0.023936774,Runoff,2
16,Moisture Management,57.54,0.043739015,Runoff,6
16,Moisture Management,57.31,0.046060157,Runoff,6
16,Moisture Management,55.9,0.0453348,Runoff,6
16,Moisture Management,54.25,0.026838201,Runoff,6
16,Moisture Management,48.64,0.032350913,Runoff,6
16,Moisture Management,47.54,0.004207069,Runoff,4.08
16,Moisture Management,43.09,0.019439562,Runoff,2
16,Moisture Management,41.4,0.022340989,Runoff,6
16,Moisture Management,41.11,0.027345951,Runoff,2
16,Moisture Management,41.11,0.027345951,Runoff,0
16,Moisture Management,40.37,0.027055809,Runoff,0
16,Moisture Management,39.63,0.037283339,Runoff,6
16,Moisture Management,38.5,0.022703668,Runoff,6
16,Moisture Management,36.04,0.024154381,Runoff,10
16,Moisture Management,35.55,0.023646632,Runoff,10
16,Moisture Management,35.28,0.029304415,Runoff,6
16,Moisture Management,33.61,0.002973963,Runoff,5.08
16,Moisture Management,33.44,0.015087421,Runoff,0
16,Moisture Management,31,2.120597781,Plant Foliar Cover,1
16,Moisture Management,30.22,0.003046499,Runoff,4.08
16,Moisture Management,26.36,0.031698092,Runoff,2
16,Moisture Management,25.35,0.012983887,Runoff,2
16,Moisture Management,22.05,0.013274029,Runoff,6
16,Moisture Management,19.88,0.007253568,Runoff,19
16,Moisture Management,19.65,0.002466213,Runoff,5
16,Moisture Management,17.36,0.01124303,Runoff,0
16,Moisture Management,14.96,0.009864852,Runoff,1
16,Moisture Management,12.32,0.006092997,Runoff,2
16,Moisture Management,11.66,0.005657783,Runoff,2
16,Moisture Management,11.58,0.005222569,Runoff,10
16,Moisture Management,10.34,0.00369932,Runoff,10
16,Moisture Management,9.9,0.003554248,Runoff,10
16,Moisture Management,9.09,0.004497212,Runoff,0
16,Moisture Management,8.86,0.005222569,Runoff,2
16,Moisture Management,8.03,0.006238068,Runoff,2
16,Moisture Management,7.91,0.00319157,Runoff,1
16,Moisture Management,7.23,0.004352141,Runoff,2
16,Moisture Management,6.68,0.00536764,Runoff,2
16,Moisture Management,6.34,0.005004962,Runoff,2
16,Moisture Management,5.72,0.004642283,Runoff,2
16,Moisture Management,5.33,0.005004962,Runoff,6
16,Moisture Management,4.51,0.002973963,Runoff,10
16,Moisture Management,3.78,0.001523249,Runoff,4
16,Moisture Management,3.03,0.002030999,Runoff,11
16,Moisture Management,3,0.125285272,Litter Cover,1
16,Moisture Management,2.96,0.001595785,Runoff,2
16,Moisture Management,2.17,0.002611284,Runoff,6
16,Moisture Management,2,0.083523515,Litter Cover,1
16,Moisture Management,1.44,0.000145071,Runoff,5.08
16,Moisture Management,0.9,0.000725357,Runoff,0
16,Moisture Management,0.81,0.000290143,Runoff,2
16,Moisture Management,0.76,0.00050775,Runoff,9
16,Moisture Management,0.4,0.000145071,Runoff,2
16,Moisture Management,0,0,Runoff,2
16,Moisture Management,0,0,Runoff,6.08
16,Moisture Management,0,0,Micro-relief variability,0
16,Moisture Management,-0.3,-0.000145071,Runoff,10
16,Moisture Management,-0.4,-0.000145071,Runoff,0
16,Moisture Management,-1,-0.041761757,Litter Cover,0
16,Moisture Management,-1.43,-0.000942964,Runoff,11
16,Moisture Management,-1.45,-0.000797892,Runoff,2
16,Moisture Management,-1.56,-0.001233107,Runoff,0
16,Moisture Management,-2.33,-0.001813392,Runoff,10
16,Moisture Management,-3.08,-0.002901427,Runoff,10
16,Moisture Management,-3.86,-0.003046499,Runoff,10
16,Moisture Management,-3.94,-0.00369932,Runoff,10
16,Moisture Management,-4.14,-0.00268382,Runoff,10
16,Moisture Management,-4.63,-0.003844391,Runoff,2
16,Moisture Management,-5,-0.3420319,Plant Foliar Cover,1
16,Moisture Management,-7.91,-0.00319157,Runoff,11
16,Moisture Management,-8.57,-0.004207069,Runoff,9
16,Moisture Management,-8.87,-0.005947926,Runoff,4
16,Moisture Management,-9.27,-0.004497212,Runoff,10
16,Moisture Management,-9.97,-0.004932426,Runoff,10
16,Moisture Management,-11.36,-0.005512712,Runoff,4
16,Moisture Management,-11.5,-0.005657783,Runoff,5.08
16,Moisture Management,-11.74,-0.006455675,Runoff,0
16,Moisture Management,-13.16,-0.007761318,Runoff,0
16,Moisture Management,-14.52,-0.00957471,Runoff,9
16,Moisture Management,-14.77,-0.007253568,Runoff,11
16,Moisture Management,-16.39,-0.009864852,Runoff,10
16,Moisture Management,-17.47,-0.009429638,Runoff,10
16,Moisture Management,-18.32,-0.01392685,Runoff,10
1,Sheet and rill erosion,19,1.29972122,Plant Foliar Cover,12
1,Sheet and rill erosion,16,0.703734938,Bare Ground,10
1,Sheet and rill erosion,13,0.571784637,Bare Ground,1
1,Sheet and rill erosion,12,0.527801203,Bare Ground,12
1,Sheet and rill erosion,12,0.527801203,Bare Ground,10
1,Sheet and rill erosion,9,0.61565742,Plant Foliar Cover,12
1,Sheet and rill erosion,8,0.351867469,Bare Ground,-1
1,Sheet and rill erosion,7,0.307884035,Bare Ground,0
1,Sheet and rill erosion,6,0.263900602,Bare Ground,11
1,Sheet and rill erosion,3,0.20521914,Plant Foliar Cover,10
1,Sheet and rill erosion,0,0,Bare Ground,11
1,Sheet and rill erosion,-2,-0.13681276,Plant Foliar Cover,11
1,Sheet and rill erosion,-4,-0.175933734,Bare Ground,11
1,Sheet and rill erosion,-4,-0.27362552,Plant Foliar Cover,11
1,Sheet and rill erosion,-4,-0.175933734,Bare Ground,10
1,Sheet and rill erosion,-6,-0.41043828,Plant Foliar Cover,11
1,Sheet and rill erosion,-7,-0.47884466,Plant Foliar Cover,0
1,Sheet and rill erosion,-8,-0.54725104,Plant Foliar Cover,12
1,Sheet and rill erosion,-11,-0.75247018,Plant Foliar Cover,-1
1,Sheet and rill erosion,-11,-0.48381777,Bare Ground,12
1,Sheet and rill erosion,-12,-0.82087656,Plant Foliar Cover,1
1,Sheet and rill erosion,-14,-0.615768071,Bare Ground,12
1,Sheet and rill erosion,-18,-1.23131484,Plant Foliar Cover,10
1,Sheet and rill erosion,-20,-1.3681276,Plant Foliar Cover,10
1,Sheet and rill erosion,42,1.847304212,Bare Ground,0
1,Sheet and rill erosion,31,2.120597781,Plant Foliar Cover,1
1,Sheet and rill erosion,10,0.439834336,Bare Ground,1
1,Sheet and rill erosion,-5,-0.3420319,Plant Foliar Cover,1
1,Sheet and rill erosion,-32,-1.407469876,Bare Ground,1
1,Sheet and rill erosion,-36,-2.462629681,Plant Foliar Cover,0
76,Feed and forage balance,-5,-0.013272227,Plant Canopy Cover,3.75
76,Feed and forage balance,-5,-0.013272227,Plant Canopy Cover,3.75
76,Feed and forage balance,-8.9,-0.023624564,Plant Canopy Cover,3.75
76,Feed and forage balance,-9.5,-0.025217231,Plant Canopy Cover,3.75
76,Feed and forage balance,-10,-0.026544454,Plant Canopy Cover,3.75
76,Feed and forage balance,-12.5,-0.033180568,Plant Canopy Cover,3.75
76,Feed and forage balance,-25.93,-0.259956569,"Standing Biomass, Live",1.75
76,Feed and forage balance,-53.09,-0.532292022,"Standing Biomass, Live",0.75
76,Feed and forage balance,1500,0.212782057,Plant Density,20.5
76,Feed and forage balance,1000,0.141854705,Plant Density,20.5
76,Feed and forage balance,788.89,0.547915237,"Standing Biomass, Total",11.42
76,Feed and forage balance,545.83,0.009291483,Plant Density,19.5
76,Feed and forage balance,465.22,0.007589227,Plant Density,20.5
76,Feed and forage balance,450,0.138908088,"Standing Biomass, Total",11.42
76,Feed and forage balance,425,0.00723459,Plant Density,19.5
76,Feed and forage balance,400,0.006525316,Plant Density,20.5
76,Feed and forage balance,383.33,0.326265821,Plant Density,19.5
76,Feed and forage balance,204.35,0.362704453,"Standing Biomass, Total",7.42
76,Feed and forage balance,200,0.170225646,Plant Density,19.5
76,Feed and forage balance,200,0.028370941,Plant Density,20.5
76,Feed and forage balance,164.71,0.019859659,Plant Density,19.5
76,Feed and forage balance,160.87,0.002624312,Plant Density,20.5
76,Feed and forage balance,158.33,0.013476197,Plant Density,20.5
76,Feed and forage balance,141.18,0.017022565,Plant Density,19.5
76,Feed and forage balance,116.67,0.009929829,Plant Density,20.5
76,Feed and forage balance,111.76,0.013476197,Plant Density,19.5
76,Feed and forage balance,66.67,0.001134838,Plant Density,19.5
76,Feed and forage balance,64.71,0.007802009,Plant Density,19.5
76,Feed and forage balance,58.82,0.007092735,Plant Density,19.5
76,Feed and forage balance,50,0.007092735,Plant Density,20.5
76,Feed and forage balance,50,0.004255641,Plant Density,20.5
76,Feed and forage balance,50,0.000851128,Plant Density,19.5
76,Feed and forage balance,47,1.863194321,Percent Composition,11.42
76,Feed and forage balance,38,0.100868926,Plant Canopy Cover,7.42
76,Feed and forage balance,34.12,0.205689322,Plant Density,19.5
76,Feed and forage balance,33,1.308200268,Percent Composition,7.42
76,Feed and forage balance,33,0.087596698,Plant Canopy Cover,11.42
76,Feed and forage balance,25,0.002127821,Plant Density,20.5
76,Feed and forage balance,25,0.012519129,Plant Number,14
76,Feed and forage balance,22.35,0.13476197,Plant Density,19.5
76,Feed and forage balance,15,0.039816681,Plant Canopy Cover,11.42
76,Feed and forage balance,13.5,0.035835013,Plant Canopy Cover,20.5
76,Feed and forage balance,11.6,0.030791567,Plant Canopy Cover,20.5
76,Feed and forage balance,11.5,0.030526122,Plant Canopy Cover,20.5
76,Feed and forage balance,10.6,0.028137121,Plant Canopy Cover,19.5
76,Feed and forage balance,9.9,0.02627901,Plant Canopy Cover,20.5
76,Feed and forage balance,9,0.356781891,Percent Composition,11.42
76,Feed and forage balance,8.33,0.000709274,Plant Density,20.5
76,Feed and forage balance,7.6,0.020173785,Plant Canopy Cover,19.5
76,Feed and forage balance,7.6,0.020173785,Plant Canopy Cover,19.5
76,Feed and forage balance,6,0.015926672,Plant Canopy Cover,20.5
76,Feed and forage balance,4.9,0.013006783,Plant Canopy Cover,19.5
76,Feed and forage balance,4.8,0.012741338,Plant Canopy Cover,19.5
76,Feed and forage balance,4,0.158569729,Percent Composition,7.42
76,Feed and forage balance,3.8,0.010086893,Plant Canopy Cover,20.5
76,Feed and forage balance,3.5,0.009290559,Plant Canopy Cover,20.5
76,Feed and forage balance,2.8,0.007432447,Plant Canopy Cover,19.5
76,Feed and forage balance,2.4,0.006370669,Plant Canopy Cover,19.5
76,Feed and forage balance,2,0.005308891,Plant Canopy Cover,7.42
76,Feed and forage balance,1,0.002654445,Plant Canopy Cover,20.5
76,Feed and forage balance,1,0.002654445,Plant Canopy Cover,11.42
76,Feed and forage balance,0.5,0.020880879,Litter Cover,20.5
76,Feed and forage balance,0.4,0.001061778,Plant Canopy Cover,20.5
76,Feed and forage balance,0.1,0.000265445,Plant Canopy Cover,20.5
76,Feed and forage balance,0,0,Plant Canopy Cover,7.42
76,Feed and forage balance,0,0.03858558,"Standing Biomass, Total",7.42
76,Feed and forage balance,-0.2,-0.000530889,Plant Canopy Cover,19.5
76,Feed and forage balance,-0.5,-0.001327223,Plant Canopy Cover,19.5
76,Feed and forage balance,-0.55,-0.001459945,Plant Canopy Cover,20.5
76,Feed and forage balance,-0.7,-0.001858112,Plant Canopy Cover,19.5
76,Feed and forage balance,-0.9,-0.002389001,Plant Canopy Cover,19.5
76,Feed and forage balance,-1.5,-0.003981668,Plant Canopy Cover,19.5
76,Feed and forage balance,-1.7,-0.004512557,Plant Canopy Cover,20.5
76,Feed and forage balance,-2,-0.106176207,Plant Basal Cover,13
76,Feed and forage balance,-3,-0.007963336,Plant Canopy Cover,19.5
76,Feed and forage balance,-3.9,-0.010352337,Plant Canopy Cover,20.5
76,Feed and forage balance,-6.4,-0.339763862,Plant Basal Cover,13
76,Feed and forage balance,-6.7,-0.017784784,Plant Canopy Cover,20.5
76,Feed and forage balance,-7.58,-0.070927352,Plant Density,20.5
76,Feed and forage balance,-8.33,-0.078020088,Plant Density,20.5
76,Feed and forage balance,-9,-0.375855816,Litter Cover,20.5
76,Feed and forage balance,-9,-0.023890009,Plant Canopy Cover,20.5
76,Feed and forage balance,-10,-0.417617574,Litter Cover,20.5
76,Feed and forage balance,-12,-0.031853345,Plant Canopy Cover,11.42
76,Feed and forage balance,-13,-0.03450779,Plant Canopy Cover,19.5
76,Feed and forage balance,-13,-0.690145346,Plant Basal Cover,13
76,Feed and forage balance,-13.04,-0.000212782,Plant Density,20.5
76,Feed and forage balance,-13.5,-0.035835013,Plant Canopy Cover,19.5
76,Feed and forage balance,-15,-0.62642636,Litter Cover,19.5
76,Feed and forage balance,-16,-0.042471127,Plant Canopy Cover,7.42
76,Feed and forage balance,-16.67,-0.156040175,Plant Density,20.5
76,Feed and forage balance,-24.8,-1.316584967,Plant Basal Cover,13
76,Feed and forage balance,-25,-1.044043934,Litter Cover,19.5
76,Feed and forage balance,-26.67,-0.100153034,Plant Number,14
76,Feed and forage balance,-28,-1.169329206,Litter Cover,19.5
76,Feed and forage balance,-30,-0.004255641,Plant Density,20.5
76,Feed and forage balance,-33.33,-0.028370941,Plant Density,19.5
76,Feed and forage balance,-36,-1.427127565,Percent Composition,7.42
76,Feed and forage balance,-37.88,-0.354636762,Plant Density,20.5
76,Feed and forage balance,-40,-1.670470294,Litter Cover,19.5
76,Feed and forage balance,-40,-0.07717116,"Standing Biomass, Total",7.42
76,Feed and forage balance,-48,-2.004564353,Litter Cover,20.5
76,Feed and forage balance,-53,-2.21337314,Litter Cover,19.5
76,Feed and forage balance,-54.12,-0.326265821,Plant Density,19.5
76,Feed and forage balance,-56,-2.219976212,Percent Composition,11.42
76,Feed and forage balance,-60,-2.505705441,Litter Cover,19.5
76,Feed and forage balance,-62.12,-0.581604289,Plant Density,20.5
76,Feed and forage balance,-65.22,-0.11575674,"Standing Biomass, Total",11.42
76,Feed and forage balance,-67.58,-1.539852898,Plant Number,14
76,Feed and forage balance,-74.73,-3.517875319,Plant Number,14
76,Feed and forage balance,-75,-0.001276692,Plant Density,19.5
76,Feed and forage balance,-75,-0.112672163,Plant Number,14
76,Feed and forage balance,-78.26,-0.001276692,Plant Density,20.5
76,Feed and forage balance,-80,-0.482305996,Plant Density,19.5
76,Feed and forage balance,-87.06,-0.524862408,Plant Density,19.5
76,Feed and forage balance,-88.33,-0.075182994,Plant Density,19.5
76,Feed and forage balance,-95.95,-1.777716353,Plant Number,14
76,Feed and forage balance,141.98,1.423571686,"Standing Biomass, Live",3.75
76,Feed and forage balance,102.47,1.027447391,"Standing Biomass, Live",3.75
76,Feed and forage balance,97.53,0.977931854,"Standing Biomass, Live",3.75
76,Feed and forage balance,97.53,0.977931854,"Standing Biomass, Live",2.75
76,Feed and forage balance,72.84,0.73035417,"Standing Biomass, Live",2.75
76,Feed and forage balance,43.21,0.433260948,"Standing Biomass, Live",2.75
76,Feed and forage balance,18.52,0.185683263,"Standing Biomass, Live",1.75
76,Feed and forage balance,12,0.031853345,Plant Canopy Cover,3.75
76,Feed and forage balance,11.5,0.030526122,Plant Canopy Cover,3.75
76,Feed and forage balance,11.11,0.111409958,"Standing Biomass, Live",1.75
76,Feed and forage balance,10.5,0.027871677,Plant Canopy Cover,3.75
76,Feed and forage balance,4.5,0.011945004,Plant Canopy Cover,3.75
76,Feed and forage balance,0.6,0.001592667,Plant Canopy Cover,3.75
76,Feed and forage balance,0.5,0.001327223,Plant Canopy Cover,3.75
76,Feed and forage balance,-0.5,-0.001327223,Plant Canopy Cover,3.75
76,Feed and forage balance,-3,-0.007963336,Plant Canopy Cover,3.75
76,Feed and forage balance,-4,-0.010617782,Plant Canopy Cover,3.75
73,Plant productivity and health,3,0.125285272,Litter Cover,11
73,Plant productivity and health,2.8,0.007432447,Plant Canopy Cover,19.5
73,Plant productivity and health,2.4,0.006370669,Plant Canopy Cover,19.5
73,Plant productivity and health,2,0.005308891,Plant Canopy Cover,7.42
73,Plant productivity and health,1,0.002654445,Plant Canopy Cover,20.5
73,Plant productivity and health,1,0.002654445,Plant Canopy Cover,11.42
73,Plant productivity and health,1,0.041761757,Litter Cover,12
73,Plant productivity and health,1,0.041761757,Litter Cover,10
73,Plant productivity and health,0.5,0.020880879,Litter Cover,20.5
73,Plant productivity and health,0.4,0.001061778,Plant Canopy Cover,20.5
73,Plant productivity and health,0.1,0.000265445,Plant Canopy Cover,20.5
73,Plant productivity and health,0,0,Plant Canopy Cover,7.42
73,Plant productivity and health,0,0.003688222,Plant Density,1
73,Plant productivity and health,0,0.001702256,Plant Density,1
73,Plant productivity and health,0,0.001276692,Plant Density,0
73,Plant productivity and health,0,0,Plant Density,1
73,Plant productivity and health,0,0,Plant Density,0
73,Plant productivity and health,0,0.03858558,"Standing Biomass, Total",7.42
73,Plant productivity and health,-0.2,-0.000530889,Plant Canopy Cover,19.5
73,Plant productivity and health,-0.5,-0.001327223,Plant Canopy Cover,19.5
73,Plant productivity and health,-0.55,-0.001459945,Plant Canopy Cover,20.5
73,Plant productivity and health,-0.7,-0.001858112,Plant Canopy Cover,19.5
73,Plant productivity and health,-0.9,-0.002389001,Plant Canopy Cover,19.5
73,Plant productivity and health,-1,-0.041761757,Litter Cover,1
73,Plant productivity and health,-1,-0.041761757,Litter Cover,10
73,Plant productivity and health,-1,-0.041761757,Litter Cover,-1
73,Plant productivity and health,-1.5,-0.003981668,Plant Canopy Cover,19.5
73,Plant productivity and health,-1.7,-0.004512557,Plant Canopy Cover,20.5
